Claim_ID,Bind_Date1,Customer_Life_Value1,Age_Insured,Policy_Num,Policy_State,Policy_Start_Date,Policy_Expiry_Date,Policy_BI,Policy_Ded,Policy_Premium,Umbrella_Limit,Insured_Zip,Gender,Education,Occupation,Hobbies,Insured_Relationship,Capital_Gains,Capital_Loss,Garage_Location,Accident_Date,Accident_Type,Collision_Type,Accident_Severity,authorities_contacted,Acccident_State,Acccident_City,Accident_Location,Accident_Hour,Num_of_Vehicles_Involved,Property_Damage,Bodily_Injuries,Witnesses,Police_Report,DL_Expiry_Date,Claims_Date,Auto_Make,Auto_Model,Auto_Year,Vehicle_Color,Vehicle_Cost,Annual_Mileage,DiffIN_Mileage,Low_Mileage_Discount,Fraud_Ind,Commute_Discount,Total_Claim,Injury_Claim,Property_Claim,Vehicle_Claim,Vehicle_Registration,Check_Point
AA00022545,4/1/2022,21,29,198863429,OH,10/13/2023,4/13/2024,500/1000,500,1301.72,0,441726,MALE,Masters,handlers-cleaners,golf,husband,0,0,No,2/25/2024,Multi-vehicle Collision,Side Collision,Major Damage,Police,VA,Springfield,7644 Tree Ridge,14,3,Unknown,0,3,YES,9/2/2025,3/1/2024,Audi,A3,2015,Gray,5673.96,17490,3951,0,N,0,18216.11,1724.33,5319.65,11172.13,DO57D0770,No
AA00022546,1/1/2023,12,29,178764807,OH,10/11/2023,4/11/2024,250/500,1000,1117.17,0,473645,FEMALE,High School,machine-op-inspct,video-games,not-in-family,0,-29900,No,2/12/2024,Parked Car,Unknown,Trivial Damage,Police,SC,Arlington,3693 Pine Ave,6,1,YES,2,0,YES,6/13/2025,2/15/2024,BMW,3 Series,2015,White,5592.33,8655,6302,0,N,0,2921.9,222.8,395.33,2303.77,ON69C6168,No
AA00022547,7/1/2022,18,24,173872019,OH,10/12/2023,4/12/2024,250/500,2000,1568.47,4000000,454480,FEMALE,High School,armed-forces,yachting,unmarried,46800,0,No,2/2/2024,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,7,1,NO,2,0,,12/29/2025,2/4/2024,Toyota,Camry,2021,White,14155.79,9282,5418,0,N,0,11129.24,5320.78,3112.1,2696.36,YA61Q8568,No
AA00022548,6/1/2022,19,39,190032069,IN,10/30/2023,4/30/2024,100/300,500,1362.87,0,458364,FEMALE,MD,exec-managerial,chess,other-relative,35700,0,No,2/22/2024,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,1218 Sky Hwy,6,3,YES,2,2,NO,10/11/2025,2/25/2024,Dodge,Neon,2022,Silver,17490.56,7971,2082,0,Y,0,528.95,64.18,81.59,383.18,SM01R9204,No
AA00022549,2/1/2022,23,33,154852993,IL,9/23/2023,3/23/2024,250/500,500,1236.5,0,619620,MALE,PhD,other-service,bungie-jumping,husband,0,-48700,No,2/12/2024,Parked Car,Unknown,Trivial Damage,,NY,Hillsdale,8211 Sky Hwy,1,1,NO,0,1,NO,4/21/2026,2/12/2024,Nissan,Ultima,2017,Blue,7897.93,6577,7652,1,N,0,22398.01,11626.71,1741.56,9029.74,EZ90K7670,No
AA00022550,3/1/2022,22,35,166457644,OH,9/8/2023,3/8/2024,100/300,1000,1520.78,0,470538,FEMALE,High School,craft-repair,chess,wife,0,-42900,No,1/21/2024,Parked Car,Unknown,Trivial Damage,,SC,Columbus,3320 5th Hwy,5,1,Unknown,0,2,YES,6/6/2025,1/21/2024,Chevrolet,Tahoe,2023,Red,36218.43,8072,2153,0,Y,0,2190.35,636.06,1362.56,191.73,DD92X3288,No
AA00022551,4/1/2022,21,58,132574892,OH,9/18/2023,3/18/2024,250/500,2000,1117.04,0,605121,MALE,MD,exec-managerial,video-games,own-child,0,-42700,No,1/1/2024,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,7571 Elm Ridge,15,3,Unknown,1,2,,3/10/2026,1/6/2024,Volkswagen,Jetta,2018,White,8930.85,8432,6826,0,N,0,5355.65,1331.99,2296.85,1726.81,ID70D7627,No
AA00022552,10/1/2022,15,57,195715980,IL,8/23/2023,2/23/2024,100/300,500,865.33,7000000,615220,FEMALE,High School,farming-fishing,golf,own-child,0,0,No,1/14/2024,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,5236 Weaver Drive,7,3,NO,0,1,,2/2/2026,1/14/2024,Dodge,RAM,2022,Silver,22332.92,15114,7911,0,N,0,10762.13,373.85,10090.27,298.01,GM13U6914,No
AA00022553,7/1/2022,18,47,160252789,IN,9/13/2023,3/13/2024,250/500,2000,1181.46,10000000,601117,FEMALE,JD,transport-moving,sleeping,other-relative,0,-67400,No,2/12/2024,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Arlington,1655 Francis Hwy,16,4,YES,1,2,YES,2/17/2026,2/15/2024,Dodge,Neon,2019,White,10855.26,5245,4143,1,N,0,2251.65,227.54,257.27,1766.84,CT66H0421,No
AA00022554,1/1/2022,24,30,155433363,IL,8/10/2023,2/10/2024,500/1000,2000,916.13,0,431389,MALE,College,sales,golf,unmarried,55300,-58400,No,1/7/2024,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,8862 Maple Ridge,16,3,YES,2,0,NO,9/22/2025,1/9/2024,Mercedes,E400,2018,White,18470.39,7522,7677,0,N,0,9155.15,5797.13,743.8,2614.22,HU13G4080,No
AA00022555,2/1/2022,23,37,192810354,OH,10/24/2023,4/24/2024,250/500,500,920.81,0,467654,FEMALE,High School,sales,chess,wife,0,0,No,2/13/2024,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,4291 Sky Hwy,14,1,YES,2,0,,10/29/2025,2/16/2024,Mercedes,C300,2023,Gray,20903.39,16470,3382,0,Y,0,7484.82,3470.06,3717.43,297.33,JG32D0988,No
AA00022556,1/1/2023,12,27,197359502,IL,10/20/2023,4/20/2024,100/300,1000,1384.51,0,476727,MALE,PhD,adm-clerical,reading,not-in-family,13100,-38200,No,2/18/2024,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,9484 Pine Drive,14,1,NO,2,3,,2/25/2026,2/19/2024,Volkswagen,Jetta,2016,Gray,6485.64,14714,7776,0,Y,0,17977.25,3934.54,3523.53,10519.18,PV32T8903,No
AA00022557,6/1/2022,19,30,139016925,OH,9/11/2023,3/11/2024,100/300,500,1052.85,0,607697,FEMALE,MD,protective-serv,skydiving,other-relative,0,-70100,No,2/9/2024,Vehicle Theft,Unknown,Minor Damage,Police,WV,Riverwood,3952 Andromedia Lane,8,1,NO,0,0,YES,12/7/2025,2/13/2024,BMW,3 Series,2015,Black,5602.89,15131,3832,0,N,1,4082.72,2837.4,761.52,483.8,HE44D5210,No
